# Histogrammed data for fix 14
# TimeStep Number-of-bins Total-counts Missing-counts Min-value Max-value
# Bin Coord Count Count/Total
819 41.925 7184.31 7.25177e-06
820 41.975 6330.62 6.39005e-06
821 42.025 5638.4 5.69134e-06
822 42.075 9128.14 9.21384e-06
823 42.125 9493.38 9.58251e-06
824 42.175 2664.65 2.68967e-06
825 42.225 9759.01 9.85063e-06
826 42.275 2331.55 2.35344e-06
827 42.325 10157.8 1.02532e-05
828 42.375 5290.48 5.34015e-06
829 42.425 6635.44 6.69774e-06
830 42.475 7337.53 7.40643e-06
831 42.525 2085.23 2.10481e-06
832 42.575 12065.4 1.21787e-05
833 42.625 6831.9 6.89604e-06
834 42.675 3982.62 4.02001e-06
835 42.725 9405.91 9.49422e-06
836 42.775 11750.7 1.1861e-05
837 42.825 2432.78 2.45562e-06
838 42.875 7576.37 7.6475e-06
839 42.925 2817.21 2.84366e-06
840 42.975 7097.19 7.16383e-06
841 43.025 6974.37 7.03986e-06
842 43.075 6960.25 7.0256e-06
843 43.125 8354.73 8.43317e-06
844 43.175 3384.01 3.41579e-06
845 43.225 9770.61 9.86234e-06
846 43.275 10588.4 1.06878e-05
847 43.325 0 0
848 43.375 9479.14 9.56814e-06
849 43.425 5559.39 5.61158e-06
850 43.475 3944.33 3.98136e-06
851 43.525 7781.99 7.85505e-06
852 43.575 3766.7 3.80207e-06
853 43.625 2788.4 2.81458e-06
854 43.675 9884.51 9.97732e-06
855 43.725 3207.16 3.23727e-06
856 43.775 7095.96 7.16258e-06
857 43.825 9453.81 9.54257e-06
858 43.875 4331.65 4.37232e-06
859 43.925 6989.45 7.05507e-06
860 43.975 7180.67 7.24808e-06
861 44.025 4124.86 4.16358e-06
862 44.075 8828.04 8.91092e-06
863 44.125 1784.81 1.80157e-06
864 44.175 7215.46 7.2832e-06
865 44.225 5677.43 5.73074e-06
866 44.275 3876.94 3.91334e-06
867 44.325 5467.42 5.51876e-06
868 44.375 6844.8 6.90906e-06
869 44.425 4769.12 4.81389e-06
870 44.475 8092.22 8.16819e-06
871 44.525 6695.8 6.75867e-06
872 44.575 1232.76 1.24433e-06
873 44.625 5428.36 5.47932e-06
874 44.675 2319.11 2.34088e-06
875 44.725 9622.14 9.71248e-06
876 44.775 5888.14 5.94342e-06
877 44.825 5215.57 5.26454e-06
878 44.875 5540.58 5.5926e-06
879 44.925 3598.07 3.63185e-06
880 44.975 6287.84 6.34687e-06
881 45.025 4824.66 4.86995e-06
882 45.075 4992.21 5.03908e-06
883 45.125 5249.09 5.29837e-06
884 45.175 7342.42 7.41135e-06
885 45.225 2010.47 2.02934e-06
886 45.275 6719.59 6.78268e-06
887 45.325 7307.16 7.37576e-06
888 45.375 844.338 8.52266e-07
889 45.425 7034.7 7.10075e-06
890 45.475 3203.68 3.23376e-06
891 45.525 2062.55 2.08191e-06
892 45.575 10178.9 1.02744e-05
893 45.625 4395.2 4.43646e-06
894 45.675 5783.91 5.83821e-06
895 45.725 3302.82 3.33383e-06
896 45.775 5979.44 6.03558e-06
897 45.825 3654.36 3.68867e-06
898 45.875 7444.53 7.51443e-06
899 45.925 5657.85 5.71097e-06
900 45.975 1906.37 1.92427e-06
901 46.025 7936.49 8.01101e-06
902 46.075 5127.8 5.17594e-06
903 46.125 1844.92 1.86225e-06
904 46.175 3603.42 3.63725e-06
905 46.225 4996.22 5.04313e-06
906 46.275 5407.72 5.45849e-06
907 46.325 5462.73 5.51402e-06
908 46.375 2434.11 2.45697e-06
909 46.425 4699.67 4.74379e-06
910 46.475 4622.78 4.66618e-06
911 46.525 2726.33 2.75192e-06
912 46.575 6650.3 6.71274e-06
913 46.625 7140.28 7.20732e-06
914 46.675 1867.45 1.88498e-06
915 46.725 5799.19 5.85363e-06
916 46.775 6377.15 6.43703e-06
917 46.825 3132.75 3.16216e-06
918 46.875 2547.53 2.57145e-06
919 46.925 6748.03 6.81138e-06
920 46.975 2290.85 2.31235e-06
921 47.025 7143.85 7.21092e-06
922 47.075 5603.09 5.65569e-06
923 47.125 3102.5 3.13163e-06
924 47.175 4573.15 4.61609e-06
925 47.225 4579.67 4.62267e-06
926 47.275 1416.86 1.43016e-06
927 47.325 4901.44 4.94746e-06
928 47.375 3832.12 3.8681e-06
929 47.425 1684.92 1.70074e-06
930 47.475 7781.78 7.85484e-06
931 47.525 4233.88 4.27363e-06
932 47.575 3063.97 3.09273e-06
933 47.625 3120.44 3.14973e-06
934 47.675 7112.95 7.17973e-06
935 47.725 3141.59 3.17108e-06
936 47.775 2657.28 2.68223e-06
937 47.825 5984.09 6.04027e-06
938 47.875 1829.55 1.84672e-06
939 47.925 3427.59 3.45978e-06
940 47.975 5187.08 5.23578e-06
941 48.025 4572.83 4.61577e-06
942 48.075 2983.43 3.01144e-06
943 48.125 7263.04 7.33123e-06
944 48.175 3262.05 3.29268e-06
945 48.225 1510.85 1.52503e-06
946 48.275 4449.8 4.49158e-06
947 48.325 4534.75 4.57733e-06
948 48.375 1998.55 2.01732e-06
949 48.425 3848.08 3.88421e-06
950 48.475 3467.95 3.50051e-06
951 48.525 3034.4 3.06289e-06
952 48.575 4637.32 4.68086e-06
953 48.625 3641.76 3.67595e-06
954 48.675 2880.47 2.90751e-06
955 48.725 4876.47 4.92225e-06
956 48.775 4167.99 4.20712e-06
957 48.825 2405.94 2.42852e-06
958 48.875 5584.97 5.6374e-06
959 48.925 3952.84 3.98995e-06
960 48.975 416.401 4.2031e-07
961 49.025 4660.76 4.70452e-06
962 49.075 2331.13 2.35301e-06
963 49.125 2417.05 2.43974e-06
964 49.175 2647.91 2.67277e-06
965 49.225 5088.91 5.13669e-06
966 49.275 4426.53 4.46809e-06
967 49.325 3191.17 3.22113e-06
968 49.375 4575.13 4.61808e-06
969 49.425 1644.46 1.6599e-06
970 49.475 4359.05 4.39998e-06
971 49.525 2448.45 2.47144e-06
972 49.575 1830.27 1.84745e-06
973 49.625 4278.47 4.31864e-06
974 49.675 5254.82 5.30416e-06
975 49.725 2504.18 2.5277e-06
976 49.775 3129.93 3.15932e-06
977 49.825 2852.81 2.87959e-06
978 49.875 4948.91 4.99538e-06
979 49.925 3375.6 3.40729e-06
980 49.975 1281.78 1.29382e-06
981 50.025 3379.87 3.4116e-06
982 50.075 3103.56 3.1327e-06
983 50.125 4427.01 4.46858e-06
984 50.175 3343.63 3.37502e-06
985 50.225 2260.56 2.28179e-06
986 50.275 646.411 6.5248e-07
987 50.325 3825.68 3.8616e-06
988 50.375 3821.62 3.8575e-06
989 50.425 1719.81 1.73595e-06
990 50.475 4040.85 4.07879e-06
991 50.525 3955.09 3.99222e-06
992 50.575 1673.01 1.68872e-06
993 50.625 3027.27 3.0557e-06
994 50.675 4197.94 4.23735e-06
995 50.725 4926.3 4.97255e-06
996 50.775 1259.29 1.27112e-06
997 50.825 2304.07 2.3257e-06
998 50.875 3006.87 3.0351e-06
999 50.925 3921.12 3.95793e-06
1000 50.975 2130.14 2.15014e-06
1001 51.025 2687.33 2.71256e-06
1002 51.075 2599.34 2.62374e-06
1003 51.125 2815.55 2.84199e-06
1004 51.175 3676.94 3.71147e-06
1005 51.225 3726.23 3.76121e-06
1006 51.275 2232.41 2.25337e-06
1007 51.325 1863.31 1.88081e-06
1008 51.375 3684.67 3.71926e-06
1009 51.425 1781.35 1.79808e-06
1010 51.475 2950.01 2.97771e-06
1011 51.525 3593.87 3.62761e-06
1012 51.575 2309.47 2.33115e-06
1013 51.625 3451.91 3.48432e-06
1014 51.675 646.971 6.53045e-07
1015 51.725 2863.9 2.89079e-06
1016 51.775 3195.53 3.22554e-06
1017 51.825 2185.24 2.20576e-06
1018 51.875 3378.01 3.40973e-06
1019 51.925 2229.54 2.25047e-06
1020 51.975 2644.98 2.66981e-06
1021 52.025 2218.07 2.2389e-06
1022 52.075 2777.8 2.80388e-06
1023 52.125 1924.74 1.94281e-06
1024 52.175 2897.74 2.92495e-06
1025 52.225 2881.8 2.90886e-06
1026 52.275 2163.82 2.18413e-06
1027 52.325 2531.91 2.55568e-06
1028 52.375 1975.84 1.99439e-06
1029 52.425 2746.4 2.77219e-06
1030 52.475 2533.32 2.55711e-06
1031 52.525 1280.77 1.2928e-06
1032 52.575 3865.81 3.90211e-06
1033 52.625 3597.54 3.63132e-06
1034 52.675 2428.74 2.45155e-06
1035 52.725 1823.86 1.84098e-06
1036 52.775 2222.03 2.24289e-06
1037 52.825 3199.72 3.22976e-06
1038 52.875 1456.96 1.47064e-06
1039 52.925 1476.73 1.4906e-06
1040 52.975 2719.85 2.74539e-06
1041 53.025 2442.34 2.46528e-06
1042 53.075 1022.07 1.03167e-06
1043 53.125 3561.98 3.59542e-06
1044 53.175 2538.7 2.56254e-06
1045 53.225 1579.39 1.59422e-06
1046 53.275 2878.53 2.90555e-06
1047 53.325 1292.74 1.30488e-06
1048 53.375 2121.68 2.1416e-06
1049 53.425 1105.71 1.11609e-06
1050 53.475 3374.9 3.40658e-06
1051 53.525 2631.04 2.65575e-06
1052 53.575 1888.25 1.90598e-06
1053 53.625 1930.17 1.94829e-06
1054 53.675 2259.71 2.28093e-06
1055 53.725 3381.14 3.41288e-06
1056 53.775 1410.36 1.4236e-06
1057 53.825 2872.6 2.89957e-06
1058 53.875 2077.93 2.09743e-06
1059 53.925 1978.27 1.99684e-06
1060 53.975 2090.71 2.11034e-06
1061 54.025 1994.5 2.01322e-06
1062 54.075 3071.22 3.10006e-06
1063 54.125 1987.69 2.00635e-06
1064 54.175 230.103 2.32264e-07
1065 54.225 2497.04 2.52049e-06
1066 54.275 2744.41 2.77018e-06
1067 54.325 1421.59 1.43494e-06
1068 54.375 2081.25 2.10079e-06
1069 54.425 2199.97 2.22062e-06
1070 54.475 3354.88 3.38637e-06
1071 54.525 2313.45 2.33517e-06
1072 54.575 1022.88 1.03249e-06
1073 54.625 2803.3 2.82962e-06
1074 54.675 1524.85 1.53916e-06
1075 54.725 968.252 9.77342e-07
1076 54.775 2123.2 2.14314e-06
1077 54.825 2230.26 2.2512e-06
1078 54.875 3182.76 3.21264e-06
1079 54.925 1640.9 1.65631e-06
1080 54.975 593.999 5.99576e-07
1081 55.025 2575.7 2.59988e-06
1082 55.075 3214.12 3.2443e-06
1083 55.125 1836.69 1.85393e-06
1084 55.175 981.327 9.9054e-07
1085 55.225 2313.35 2.33507e-06
1086 55.275 1986.18 2.00483e-06
1087 55.325 1696.15 1.71208e-06
1088 55.375 1115.07 1.12554e-06
1089 55.425 2206.4 2.22711e-06
1090 55.475 2860.49 2.88735e-06
1091 55.525 1492.81 1.50683e-06
1092 55.575 2192.69 2.21328e-06
1093 55.625 1843.96 1.86127e-06
1094 55.675 2262.66 2.2839e-06
1095 55.725 1620.11 1.63532e-06
1096 55.775 531.856 5.3685e-07
1097 55.825 2906.09 2.93338e-06
1098 55.875 1859.47 1.87693e-06
1099 55.925 1399.21 1.41234e-06
1100 55.975 1976.52 1.99507e-06
1101 56.025 1293.39 1.30554e-06
1102 56.075 1604.47 1.61953e-06
1103 56.125 2319.31 2.34109e-06
1104 56.175 874.364 8.82573e-07
1105 56.225 2492.34 2.51574e-06
1106 56.275 2732.91 2.75857e-06
1107 56.325 651.632 6.5775e-07
1108 56.375 1703 1.71899e-06
1109 56.425 2134.93 2.15498e-06
1110 56.475 2147.27 2.16743e-06
1111 56.525 1722.14 1.73831e-06
1112 56.575 650.933 6.57044e-07
1113 56.625 2265.82 2.2871e-06
1114 56.675 1647.92 1.66339e-06
1115 56.725 1996.89 2.01564e-06
1116 56.775 1243.44 1.25512e-06
1117 56.825 1945.4 1.96367e-06
1118 56.875 2646.2 2.67105e-06
1119 56.925 1253.23 1.26499e-06
1120 56.975 1183.02 1.19413e-06
1121 57.025 1753.38 1.76984e-06
1122 57.075 2130.95 2.15095e-06
1123 57.125 1079.74 1.08987e-06
1124 57.175 1731.94 1.7482e-06
1125 57.225 1453.82 1.46747e-06
1126 57.275 2310.71 2.3324e-06
1127 57.325 1119.8 1.13032e-06
1128 57.375 1075.75 1.08584e-06
1129 57.425 1553.98 1.56857e-06
1130 57.475 2073.34 2.09281e-06
1131 57.525 1651 1.6665e-06
1132 57.575 1439.74 1.45326e-06
1133 57.625 1331.82 1.34433e-06
1134 57.675 2132.1 2.15212e-06
1135 57.725 1497.19 1.51125e-06
1136 57.775 842.115 8.50022e-07
1137 57.825 2553.34 2.57731e-06
1138 57.875 1855.27 1.87268e-06
1139 57.925 2063.12 2.08249e-06
1140 57.975 1394.09 1.40718e-06
1141 58.025 1066.96 1.07698e-06
1142 58.075 1350.68 1.36336e-06
1143 58.125 1602.34 1.61738e-06
1144 58.175 1628.64 1.64393e-06
1145 58.225 1753.32 1.76978e-06
1146 58.275 1215.99 1.22741e-06
1147 58.325 2058.56 2.07789e-06
1148 58.375 965.647 9.74713e-07
1149 58.425 1983.23 2.00185e-06
1150 58.475 1873.36 1.89095e-06
1151 58.525 621.866 6.27705e-07
1152 58.575 1966.8 1.98527e-06
1153 58.625 1869.83 1.88738e-06
1154 58.675 1235.48 1.24708e-06
1155 58.725 1016.35 1.02589e-06
1156 58.775 1711.36 1.72743e-06
1157 58.825 2069.02 2.08845e-06
1158 58.875 935.308 9.4409e-07
1159 58.925 890.384 8.98744e-07
1160 58.975 1376.43 1.38936e-06
1161 59.025 1754.59 1.77106e-06
1162 59.075 2134.72 2.15477e-06
1163 59.125 1180.58 1.19166e-06
1164 59.175 887.646 8.9598e-07
1165 59.225 1793.23 1.81006e-06
1166 59.275 1407.61 1.42083e-06
1167 59.325 1853.61 1.87101e-06
1168 59.375 1490.17 1.50417e-06
1169 59.425 562.818 5.68102e-07
1170 59.475 2071.09 2.09053e-06
1171 59.525 1875.77 1.89338e-06
1172 59.575 1142.4 1.15313e-06
1173 59.625 1112.27 1.12271e-06
1174 59.675 1425.09 1.43847e-06
1175 59.725 1794.96 1.81182e-06
1176 59.775 2048.7 2.06793e-06
1177 59.825 636.666 6.42644e-07
1178 59.875 1120.73 1.13125e-06
1179 59.925 994.842 1.00418e-06
1180 59.975 1601.39 1.61643e-06
